Method,Discovery Module,Incremental Module,R1 Acc,R1 Forgetting,R2 Acc,R2 Forgetting,R3 Acc,R3 Forgetting,Avg Acc,Avg Forgetting
Deep-HDBSCAN + Ft-CNN,Deep embedding + HDBSCAN,Fine-tuning,0.3412698412698413,-0.021428571428571408,0.25952380952380955,0.045238095238095244,0.15619047619047619,0.19285714285714284,0.25232804232804235,0.07222222222222223
Deep-HDBSCAN + LwF,Deep embedding + HDBSCAN,Knowledge distillation,0.3349206349206349,-0.019047619047619035,0.26904761904761904,0.030952380952380953,0.13714285714285715,0.24047619047619048,0.24703703703703703,0.08412698412698412
Deep-HDBSCAN + iCaRL,Deep embedding + HDBSCAN,Exemplar replay + prototype classifier,0.3968253968253968,0.14047619047619048,0.35595238095238096,0.08809523809523812,0.26476190476190475,0.21666666666666662,0.3391798941798942,0.1484126984126984
Deep-HDBSCAN + EEIL,Deep embedding + HDBSCAN,Replay + distillation,0.35079365079365077,-0.04285714285714287,0.2630952380952381,0.047619047619047616,0.2123809523809524,0.05238095238095236,0.2754232804232804,0.019047619047619035
Deep-HDBSCAN + TPCIL-style,Deep embedding + HDBSCAN,Topology-aware prototype smoothing,0.4,0.08571428571428574,0.3464285714285714,0.06190476190476191,0.2561904761904762,0.1928571428571429,0.3342063492063492,0.11349206349206352
Deep-HDBSCAN + DOI-style,Deep embedding + HDBSCAN,DOI-inspired prototype preservation/alignment,0.4031746031746032,0.12380952380952381,0.3535714285714286,0.08809523809523812,0.2619047619047619,0.21428571428571425,0.33955026455026455,0.14206349206349206
MV-ACC-CIL,SupCon deep/RF graphs + adaptive fusion + HDBSCAN,Network replay + distillation,0.3603174603174603,0.09285714285714292,0.32261904761904764,0.11904761904761912,0.24952380952380954,0.21428571428571436,0.31082010582010583,0.14206349206349214
