Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Label-free Silhouette,Cluster Size Min,Cluster Size Median,Cluster Size Max,Cluster Size CV,Small Cluster Fraction,Raw HDBSCAN Confidence Mean,Fusion,Alpha,Iter Merge Rounds,Iter Merge Total Merges,Iter Merge Threshold,Noise Before Reassignment,Noise Reassigned,Assignment Coverage,Assignment Score Mean,Assignment Score Min,No-cluster Fallback,Adaptive Split Count,Oversized Split Count,Target Split Enabled,Target Split Count,Target Split Target Clusters,Target Split Max Added,Target Split Silhouette Threshold,Target Split Silhouette Mean,Adaptive Split Size Factor,Adaptive Split Silhouette Threshold,Adaptive Split Silhouette Mean,MVACC Min Cluster Size,MVACC Min Cluster Ratio,MVACC Min Samples,MVACC Adaptive Density Enabled,MVACC Selected Density Ratio
MV-ACC-CIL discovery,R1,Day 2,10,3081,9,12,2,1.2,12,0.0,0.8096114433626079,0.609684018302255,0.8192145407335281,0.6455696202531646,0.3315747380256653,108,197.0,832,0.7217900683961983,0.0,0.8316098803902787,fixed_alpha,0.7,12,0,0.74,184,184,1.0,0.7674257755279541,0.5496270656585693,False,3,3,False,0,10,4,0.26,,1.75,0.3,0.38800010085105896,92,0.03,5,False,0.03
MV-ACC-CIL discovery,R2,Day 3,10,2911,10,11,1,1.1,11,0.0,0.8458234156285561,0.7253482567709602,0.8677430436276193,0.7643421504637582,0.33721911907196045,127,254.0,569,0.4358970700333973,0.0,0.7987715980976727,fixed_alpha,0.7,12,0,0.74,464,464,1.0,0.7457635998725891,0.5647403001785278,False,1,1,False,0,10,4,0.26,,1.75,0.3,0.3398853838443756,87,0.03,5,False,0.03
MV-ACC-CIL discovery,R3,Day 4,10,2448,7,7,3,0.7,7,0.0,0.783348187578989,0.5957355268901053,0.7083333333333334,0.6605392156862745,0.25435325503349304,126,295.0,753,0.5617559370358971,0.14285714285714285,0.8870233055934602,fixed_alpha,0.7,12,0,0.74,75,75,1.0,0.748627245426178,0.5532616376876831,False,0,0,False,0,10,4,0.26,,1.75,0.3,,73,0.03,5,False,0.03
