Method,Round,Discovery Day,True New Classes,Samples,Initial Cluster Count,Final Cluster Count,Cluster Count Error,Over-clustering Ratio,Clusters,Noise,NMI,ARI,Purity,Hungarian Acc,Fusion,Alpha,Iter Merge Rounds,Iter Merge Total Merges,Iter Merge Threshold,Noise Before Reassignment,Noise Reassigned,Assignment Coverage,Assignment Score Mean,Assignment Score Min,No-cluster Fallback,Adaptive Split Count,Adaptive Split Size Factor,Adaptive Split Silhouette Threshold,Adaptive Split Silhouette Mean,Target Cluster Count,Target Count Merges,Target Count Last Merge Similarity,MVACC Min Cluster Size,MVACC Min Cluster Ratio,MVACC Min Samples
MV-ACC-CIL discovery,R1,Day 2,5,490,8,5,0,1.0,5,0.0,0.07590389529809091,0.05290147041990593,0.32653061224489793,0.3224489795918367,fixed_alpha,0.7,12,0,0.74,209,209,1.0,0.7449061870574951,0.5328824520111084,False,0,1.75,0.3,,5,3,0.6846822500228882,15,0.03,5
MV-ACC-CIL discovery,R2,Day 3,5,490,6,5,0,1.0,5,0.0,0.05095388627411848,0.030400129594387565,0.3,0.3,fixed_alpha,0.7,12,0,0.74,194,194,1.0,0.7094333171844482,0.45710498094558716,False,0,1.75,0.3,,5,1,0.7157761454582214,15,0.03,5
MV-ACC-CIL discovery,R3,Day 4,5,490,5,5,0,1.0,5,0.0,0.2504463469230947,0.21599995811176828,0.4489795918367347,0.43673469387755104,fixed_alpha,0.7,12,0,0.74,156,156,1.0,0.7079979181289673,0.49334684014320374,False,0,1.75,0.3,,5,0,,15,0.03,5
